Common Name,Link,Scientific Name,Classification,Order,Family,Temperament,Level,Diet,PH,GH,Temp,Size,Continent,X,Y,Z,Nearest Neighbors 1,Nearest Neighbors 2,Nearest Neighbors 3,Nearest Neighbors 4,Nearest Neighbors 5
Kamaka Rainbowfish,/species-spotlight/kamaka-rainbowfish/,MelanotaeniaKamaka,Actinopterygii,Atheriniformes,Melanotaeniidae,Peaceful,Middle,Omnivore,7.75,12.5,25.0,7.0,AS,3.002836,6.1769204,-1.5664666,Redfin Dwarf Rainbowfish,Forktail Blue Eye Rainbowfish,Sahul Rainbowfish,Ornate Rainbowfish,Pacific Blue Eye Rainbowfish
Kansu Loach,/species-spotlight/kansu-loach/,Sinibotiarobusta,Actinopterygii,Cypriniformes,Cobitidae,Peaceful,Bottom - Middle,Omnivore,7.5,15.0,21.5,18.0,AS,4.159833,-7.7875166,2.0526774,Glass Catfish,Spined Loach,Golden Zebra Loach,Kuhli Loach,Golden Mascara Tetra
Kitty Tetra,/species-spotlight/kitty-tetra/,Hyphessobryconloweae,Actinopterygii,Characiformes,Characidae,Peaceful,Middle - Top,Omnivore,6.5,8.0,25.85,4.0,SA,10.545387,0.6777339,0.5947427,Costello Tetra,Exclamation Mark Tetra,Rummy Nose Tetra,Phoenix Tetra,Gold Tetra
Kogal Blue Eyed Tetra,/species-spotlight/kogal-blue-eyed-tetra/,Moenkhausiasp,Actinopterygii,Characiformes,Characidae,Peaceful,Middle,Omnivore,6.5,8.5,25.0,6.0,SA,8.37829,-0.66374,0.3647115,Red Laser Tetra,Diamond Tetra,Lipstick Tetra,Glowlight Tetra,Broken Line Tetra
Kribensis Cichlid,/species-spotlight/kribensis-cichlid/,PelvicachromisPulcher,Actinopterygii,Cichliformes,Cichlidae,Peaceful,Bottom - Middle,Omnivore,7.0,12.5,25.0,10.0,AF,-6.977876,-0.36825356,0.87663543,Electric Yellow Cichlid,Cockatoo Dwarf Cichlid,Giant Danio,Blue Eyed Congo Tetra,African Glass Catfish
Kuhli Loach,/species-spotlight/kuhli-loach/,Pangiokuhlii,Actinopterygii,Cypriniformes,Cobitidae,Peaceful,Bottom,Omnivore,6.5,10.0,26.65,11.0,AS,4.7637267,-8.727004,2.442011,Schistura Spilota,Golden Zebra Loach,Splendid Loach,Sumo Loach,Pictus Catfish
Lake Inle Danio,/species-spotlight/lake-inle-danio/,Devarioauropurpureus,Actinopterygii,Cypriniformes,Cyprinidae,Peaceful,Middle - Top,Omnivore,7.0,17.5,21.5,8.0,AS,-9.250888,-2.2705822,2.6333203,Graceful Rasbora,Emerald Dwarf Danio,Fairy Cichlid,Lemon Cichlid,Yellow Tailed Congo Tetra
Lake Kutubu Rainbowfish,/species-spotlight/lake-kutubu-rainbowfish/,Melanotaenialacustris,Actinopterygii,Atheriniformes,Melanotaeniidae,Peaceful,Middle,Omnivore,7.75,16.5,23.6,12.5,OC,2.0140269,4.5054607,-1.7594362,Banded Rainbowfish,Parkinsons Rainbowfish,Boesemans Rainbowfish,Red Rainbowfish,Celebes Rainbowfish
Lake Tebera Rainbowfish,/species-spotlight/lake-tebera-rainbowfish/,Melanotaeniaherbertaxelrodi,Actinopterygii,Atheriniformes,Melanotaeniidae,Peaceful,Middle - Top,Omnivore,7.75,12.5,23.05,10.0,OC,2.4036512,5.581378,-1.9215932,Ornate Rainbowfish,Kamaka Rainbowfish,Celebes Rainbowfish,Redfin Dwarf Rainbowfish,Lake Kutubu Rainbowfish
Lambchop Rasbora,/species-spotlight/lambchop-rasbora/,Trigonostigmaespei,Actinopterygii,Cypriniformes,Cyprinidae,Peaceful,All Levels,Omnivore,7.0,8.0,24.75,3.0,AS,-7.0800033,7.0490394,0.27441147,Glowlight Rasbora,Exclamation Point Rasbora,Dwarf Spotted Danio,Strawberry Rasbora,Eight Banded False Barb
Laos Danio,/species-spotlight/laos-danio/,DevarioLaoensis,Actinopterygii,Cypriniformes,Cyprinidae,Peaceful,Middle - Top,Omnivore,6.75,8.5,24.0,6.5,AS,-6.489633,3.5195956,0.014711112,African Banded Barb,Black Line Rasbora,Red Line Rasbora,Fireline Danio,Snakeskin Barb
Lemon Cichlid,/species-spotlight/lemon-cichlid/,Neolamprologusleleupi,Actinopterygii,Cichliformes,Cichlidae,Semi-Aggressive,All Levels,Omnivore,8.25,16.5,25.0,10.0,AF,-7.86286,-2.0762308,2.209937,Golden Mbuna Cichlid,Fairy Cichlid,Lake Inle Danio,Graceful Rasbora,Emerald Dwarf Danio
Lemon Tetra,/species-spotlight/lemon-tetra/,Hyphessobryconpulchripinnis,Actinopterygii,Characiformes,Characidae,Peaceful,Middle - Top,Omnivore,6.75,5.5,23.9,5.0,SA,11.311473,-1.6034026,0.054756902,Flameback Bleeding Heart Tetra,Red Line Lizard Tetra,Neon Tetra,Pretty Tetra,Rainbow Tetra
Leopard Bush Fish,/species-spotlight/leopard-bush-fish/,Ctenopomaacutirostre,Actinopterygii,Anabantiformes,Anabantidae,Semi-Aggressive,Middle - Top,Carnivore,6.5,10.0,22.8,15.0,AF,5.355294,-7.3602643,-1.0526887,Green Spotted Pufferfish,Tailspot Ctenopoma,Mottled Ctenopoma,Moonlight Gourami,Pearl Gourami
Leopard Corydoras,/species-spotlight/leopard-corydoras/,CorydorasTrilineatus,Actinopterygii,Siluriformes,Callichthyidae,Peaceful,Bottom,Omnivore,6.5,13.5,24.15,5.5,SA,-12.259325,-1.5945603,1.5249456,Blacktop Corydoras,Twostripe Corydoras,Reticulated Corydoras,Hikari Corydoras,Elegant Corydoras
Leopard Danio,/species-spotlight/leopard-danio/,DanioRerio,Actinopterygii,Cypriniformes,Cyprinidae,Peaceful,Middle,Omnivore,7.0,11.0,22.5,6.0,AS,-6.0223565,3.522386,2.1411176,Golden Dwarf Barb,Lined Barb,Hikari Danio,Cherry Barb,Lipstick Barb
Leopard Frog Plecostomus,/species-spotlight/leopard-frog-plecostomus/,Peckoltiacompta,Actinopterygii,Siluriformes,Loricariidae,Peaceful,Bottom,Omnivore,6.75,8.5,27.0,10.0,SA,5.0266204,-2.4433856,1.3436221,Zebra Pleco,Queen Arabesque Plecostomus L260,Flash Plecostomus,Gold Stripe Tiger Panaque,Golden Bristlenose Plecostomus
Leopard Sailfin Plecostomus,/species-spotlight/leopard-sailfin-plecostomus/,Pterygoplichthysgibbiceps,Actinopterygii,Siluriformes,Loricariidae,Peaceful,Bottom,Omnivore,7.25,11.0,26.4,50.0,SA,0.52487075,-5.7131333,-0.13312803,Chinese High Fin Banded Shark,Giant Red Tail Gourami,Royal Plecostomus,Giant Gourami,Six Banded Distichodus
Licorice Gourami,/species-spotlight/licorice-gourami/,Parosphromenusdeissneri,Actinopterygii,Anabantiformes,Osphronemidae,Peaceful,Bottom - Middle,Omnivore,5.0,6.0,24.75,4.0,AS,8.714913,-7.412666,-1.2169017,Toba Betta,Red Skirt Betta,Chocolate Gourami,Emerald Betta,Golden Malili Goby
Lined Barb,/species-spotlight/lined-barb/,Striuntiuslineatus,Actinopterygii,Cypriniformes,Cyprinidae,Peaceful,Bottom - Middle,Omnivore,5.5,10.0,23.05,6.0,AS,-6.3873954,3.5252235,1.6328661,Leopard Danio,Hikari Danio,Cherry Barb,Golden Dwarf Barb,Lipstick Barb
Lipstick Barb,/species-spotlight/lipstick-barb/,Pethiaerythromycter,Actinopterygii,Cypriniformes,Cyprinidae,Peaceful,Middle,Omnivore,7.0,10.0,22.5,4.0,AS,-6.0758953,4.714007,2.019545,Hikari Danio,Blue Danio,Golden Dwarf Barb,Gold Ring Danio,Vietnamese Cardinal Minnow
Lipstick Tetra,/species-spotlight/lipstick-tetra/,Moenkhausiacosmops,Actinopterygii,Characiformes,Characidae,Peaceful,Middle - Top,Omnivore,6.75,8.5,24.5,6.0,SA,8.667419,-0.31490108,-0.028681051,Red Laser Tetra,Kogal Blue Eyed Tetra,Broken Line Tetra,Glowlight Tetra,Diamond Tetra
Long Finned Tetra,/species-spotlight/long-finned-tetra/,Brycinuslongipinnis,Actinopterygii,Characiformes,Alestidae,Peaceful,Middle - Top,Omnivore,6.75,12.0,24.15,12.5,AF,-5.481994,-1.5783352,0.30172107,Yellowtail Rasbora,Blue Spot African Tetra,Flagtail Catfish,Spotted Hoplo Catfish,Rainbow Shark
Loreto Tetra,/species-spotlight/loreto-tetra/,Hyphessobryconloretoensis,Actinopterygii,Characiformes,Characidae,Peaceful,Middle - Top,Omnivore,6.0,9.0,24.75,3.0,SA,10.025578,1.6467985,1.3773206,Montags Tetra,Rummy Nose Tetra,Red Line Tetra,Reed Tetra,Flame Tetra
Lyretail Killifish,/species-spotlight/lyretail-killifish/,Aphyosemionaustrale,Actinopterygii,Cyprinodontiformes,Nothobranchiidae,Peaceful,Middle - Top,Omnivore,6.25,7.5,26.15,6.0,AF,8.485669,-3.5453296,-0.5947342,Red Chinned Panchax,Mamou Killifish,Steel Blue Lyretail Killifish,Splendid Killifish,Christys Killifish
Macmasters Apistogramma,/species-spotlight/macmasters-apistogramma/,Apistogrammamacmasteri,Actinopterygii,Cichliformes,Cichlidae,Peaceful,Bottom - Middle,Omnivore,6.25,4.5,25.85,7.0,SA,-8.1571665,2.488986,-3.1742983,Redline Apistogramma,Blue Panda Apistogramma,Banded Apistogramma,Checkerboard Cichlid,African Butterfly Cichlid
Mahecola Barb,/species-spotlight/mahecola-barb/,Puntiusmahecola,Actinopterygii,Cypriniformes,Cyprinidae,Peaceful,Bottom - Middle,Omnivore,6.75,8.5,20.85,7.5,AS,-4.2361197,2.7049682,0.2917283,Yoma Danio,Black Barred Danio,Zebra Danio,Arulius Barb,Malabar Danio
Malabar Danio,/species-spotlight/malabar-danio/,Devariomalabaricus,Actinopterygii,Cypriniformes,Cyprinidae,Peaceful,Bottom - Middle,Omnivore,7.0,10.0,21.7,10.0,AS,-4.469655,1.2999914,0.48563284,Meghalaya Danio,Arulius Barb,Mascara Barb,Yoma Danio,Assam Danio
Mamou Killifish,/species-spotlight/mamou-killifish/,Scriptaphyosemionguignardimamou,Actinopterygii,Cyprinodontiformes,Nothobranchiidae,Peaceful,Middle - Top,Omnivore,6.0,8.5,23.35,5.5,AF,8.4174,-4.101251,-0.73663306,Red Chinned Panchax,Splendid Killifish,Steel Blue Lyretail Killifish,Christys Killifish,Gabon Killifish
Marble Sturisoma Whiptail Catfish,/species-spotlight/marble-sturisoma-whiptail-catfish/,Sturisomaaureum,Actinopterygii,Siluriformes,Loricariidae,Peaceful,Bottom - Middle,Omnivore,6.75,12.5,23.05,20.0,SA,2.7848365,-3.915776,-0.3530578,Royal Whiptail Catfish,Gold Nugget Plecostomus,Blue Botia,Galaxy Plecostomus L029,Green Tiger Loach
Marbled Hatchetfish,/species-spotlight/marbled-hatchetfish/,Carnegiellastrigata,Actinopterygii,Characiformes,Gasteropelecidae,Peaceful,Top,Omnivore,6.0,11.0,25.85,3.5,SA,6.9502163,-5.1756334,2.5194256,Common Hatchetfish,Spotfin Hatchetfish,Domino Tetra,Upside Down Catfish,Chinese Hillstream Loach
Marbled Limpet Nerite Snail,/species-spotlight/marbled-limpet-nerite-snail/,Septariaporcellana,Gastropoda,Cycloneritida,Neritidae,Peaceful,All Levels,Herbivore,7.5,7.0,25.5,3.0,AS,5.8785095,-10.884327,0.94670063,Ramshorn Snail,Zebra Nerite Snail,Pond Snail,Scarlet Badis,Indian Glass Fish
Marliers Julie,/species-spotlight/marliers-julie/,Julidochromismarlieri,Actinopterygii,Cichliformes,Cichlidae,Semi-Aggressive,Bottom - Middle,Omnivore,8.0,11.5,24.45,15.0,AF,-4.292958,-2.7662175,-0.39406112,Jewel Cichlid,Siamese Algae Eater,Red Tailed Black Shark,Rainbow Shark,Yellowtail Rasbora
Mascara Barb,/species-spotlight/mascara-barb/,DawkinsiaAssimilis,Actinopterygii,Cypriniformes,Cyprinidae,Peaceful,Middle - Top,Omnivore,7.0,10.0,22.5,9.0,AS,-5.148425,1.475712,0.68055826,Meghalaya Danio,Malabar Danio,Arulius Barb,Blood Tailed Danio,Black Barred Danio
Mbu Pufferfish,/species-spotlight/mbu-pufferfish/,Tetraodonmbu,Actinopterygii,Tetraodontiformes,Tetraodontidae,Aggressive,Bottom - Middle,Molluscivore,7.5,17.5,25.0,75.0,AF,-0.040565364,-6.920855,0.15998158,Six Banded Distichodus,Giant Gourami,Tiger Shovelnose Catfish,Black Sharkminnow,Giant Red Tail Gourami
Meghalaya Danio,/species-spotlight/meghalaya-danio/,DanioMeghalayensis,Actinopterygii,Cypriniformes,Cyprinidae,Peaceful,Middle - Top,Omnivore,7.0,9.5,21.95,10.0,AS,-4.7380204,1.2915506,0.43780485,Malabar Danio,Arulius Barb,Mascara Barb,Blood Tailed Danio,Yoma Danio
Melanzona Guppy,/species-spotlight/melanzona-guppy/,Poeciliaparae,Actinopterygii,Cyprinodontiformes,Poeciliidae,Peaceful,Middle - Top,Omnivore,7.5,14.0,25.85,5.0,SA,5.001582,4.5723147,0.33374462,Picta Swamp Guppy,Merry Widow Livebearer,Giant Colombian Ramshorn Snail,Assassin Snail,Fire Green Tetra
Melon Barb,/species-spotlight/melon-barb/,Haludariafasciata,Actinopterygii,Cypriniformes,Cyprinidae,Peaceful,Bottom - Middle,Omnivore,6.5,5.0,24.15,6.0,AS,-7.14254,4.2697654,-2.0913749,Fire Bar Danio,Drape Fin Barb,Blue Line Rasbora,Snakeskin Barb,Panther Danio
Merry Widow Livebearer,/species-spotlight/merry-widow-livebearer/,Phallichthysamates,Actinopterygii,Cyprinodontiformes,Poeciliidae,Peaceful,All Levels,Omnivore,7.0,12.5,25.3,7.0,NAM,5.2907887,4.421956,0.045289032,Melanzona Guppy,Picta Swamp Guppy,Dusky Millions Fish,Fire Green Tetra,Normans Lampeye Killifish
Mexican Tetra,/species-spotlight/mexican-tetra/,Astyanaxmexicanus,Actinopterygii,Characiformes,Characidae,Peaceful,Middle,Omnivore,7.25,17.5,22.5,12.0,NAM,3.800713,1.3114408,0.06254813,Bristlenose Pleco,Buenos Aires Tetra,Bucktooth Tetra,Platies,Swordtail
Mollies,/species-spotlight/mollies/,PoeciliaSphenops,Actinopterygii,Cyprinodontiformes,Poeciliidae,Peaceful,All Levels,Omnivore,7.5,22.5,23.9,12.0,SA,2.942987,2.7997198,-0.2199627,Swordtail,Platies,El Tigre Endler,Black Bar Endler,Buenos Aires Tetra
Montags Tetra,/species-spotlight/montags-tetra/,Hyphessbryconmontagi,Actinopterygii,Characiformes,Characidae,Peaceful,Middle - Top,Omnivore,6.0,9.0,25.3,3.0,SA,10.052089,1.5938499,1.4213593,Loreto Tetra,Rummy Nose Tetra,Red Line Tetra,Flame Tetra,Reed Tetra
Moonlight Gourami,/species-spotlight/moonlight-gourami/,Trichopodusmicrolepis,Actinopterygii,Anabantiformes,Osphronemidae,Peaceful,Middle - Top,Omnivore,6.75,13.5,27.5,15.0,AS,4.9675446,-7.624438,-1.7524683,Snakeskin Gourami,Pearl Gourami,Three Spot Gourami,Opaline Gourami,Leopard Bush Fish
Mottled Ctenopoma,/species-spotlight/mottled-ctenopoma/,Ctenopomaweeksii,Actinopterygii,Anabantiformes,Anabantidae,Peaceful,Bottom - Middle,Carnivore,6.75,9.5,25.85,12.0,AF,5.982988,-7.6371546,-0.958132,Leopard Bush Fish,Green Spotted Pufferfish,Thick Lipped Gourami,Ornate Ctenopoma,Dwarf Ctenopoma
Mountain Crystal Tetra,/species-spotlight/mountain-crystal-tetra/,Protocheirodonpi,Actinopterygii,Characiformes,Characidae,Peaceful,Middle,Omnivore,6.75,12.5,25.5,4.0,SA,6.567321,2.3391094,1.8288057,Head and Taillight Tetra,Silvertip Tetra,Black Line Tetra,Redfin Penguin Tetra,Glass Bloodfin Tetra
Narayan Barb,/species-spotlight/narayan-barb/,"Pethiasetnai,Pethianarayani",Actinopterygii,Cypriniformes,Cyprinidae,Peaceful,Middle,Omnivore,6.75,7.0,23.0,7.0,AS,-5.7989473,3.491815,-1.1238813,Tiger Barb,Odessa Barb,Laos Danio,Chinese Neon Golden Stripe Shark,Gold Barb
Nego Dagua Tetra,/species-spotlight/nego-dagua-tetra/,Hyphessobryconnegodagua,Actinopterygii,Characiformes,Characidae,Peaceful,Bottom - Middle,Omnivore,6.25,6.5,25.85,3.0,SA,12.156654,-0.28559098,1.2969017,Eilyos Tetra,Steel Blue Tetra,Emperor Tetra,Rainbow Tetra,Green Neon Tetra
Neon Blue Rasbora,/species-spotlight/neon-blue-rasbora/,Sundadanioaxelrodi,Actinopterygii,Cypriniformes,Cyprinidae,Peaceful,Middle - Top,Omnivore,5.25,3.5,24.45,3.0,AS,-8.765813,6.3780446,-1.8141313,Dwarf Rasbora,Chilli Rasbora,Ruby Rasbora,Jae Barb,Neon Green Rasbora
Neon Green Rasbora,/species-spotlight/neon-green-rasbora/,Microdevariokubotai,Actinopterygii,Cypriniformes,Cyprinidae,Peaceful,Middle - Top,Omnivore,6.5,6.0,24.5,2.0,AS,-8.242148,6.773581,-0.6597235,Siamese Dwarf Rasbora,Chilli Rasbora,Jellybean Tetra,Adonis Tetra,Strawberry Rasbora
Neon Tetra,/species-spotlight/neon-tetra/,Paracheirodoninnesi,Actinopterygii,Characiformes,Characidae,Peaceful,Middle,Omnivore,6.25,6.0,23.35,4.0,SA,11.375322,-1.5610245,0.7564912,Emperor Tetra,Rainbow Tetra,Lemon Tetra,Pretty Tetra,Flameback Bleeding Heart Tetra
Nijssens Corydoras,/species-spotlight/nijssens-corydoras/,Corydorasnijsseni,Actinopterygii,Siluriformes,Callichthyidae,Peaceful,Bottom - Middle,Omnivore,6.0,6.0,23.6,5.0,SA,-11.8149185,3.1303961,-2.1879208,Twosaddle Corydoras,Sands Corydoras,Skunk Corydoras,Palespotted Corydoras,Delphax Corydoras
Ninja Shrimp,/species-spotlight/ninja-shrimp/,Caridinaserratirostris,Malacostraca,Decapoda,Atyidae,Peaceful,All Levels,Omnivore,7.25,8.0,25.5,2.5,OC,-5.6211586,9.308942,-0.60175455,Green Babaulti Shrimp,Red Nose Shrimp,Sulawesi Fan Shrimp,Chocolate Shrimp,Tigris Sulawesi Shrimp
Normans Lampeye Killifish,/species-spotlight/normans-lampeye-killifish/,Poropanchaxnormani,Actinopterygii,Cyprinodontiformes,Poeciliidae,Peaceful,Middle - Top,Omnivore,7.0,10.0,24.15,4.0,AF,6.0902653,5.994539,-0.7939597,Staeck Endler,Blue Star Endlers,Merry Widow Livebearer,Melanzona Guppy,Swamp Blue Eye Rainbowfish
Odessa Barb,/species-spotlight/odessa-barb/,PethiaPadamya,Actinopterygii,Cypriniformes,Cyprinidae,Peaceful,Middle,Omnivore,6.75,6.0,25.0,8.0,AS,-6.3138094,2.6117,-1.9070846,Panda Garra,African Butterfly Cichlid,Tiger Barb,Chinese Neon Golden Stripe Shark,Narayan Barb
Opaline Gourami,/species-spotlight/opaline-gourami/,Trichopodustrichopterus,Actinopterygii,Anabantiformes,Osphronemidae,Peaceful,Middle,Omnivore,7.0,20.0,25.85,15.0,AS,4.57595,-7.8079243,-2.4336073,Three Spot Gourami,Snakeskin Gourami,Moonlight Gourami,Pearl Gourami,Samurai Gourami
Orange Finned Danio,/species-spotlight/orange-finned-danio/,Daniokyathit,Actinopterygii,Cypriniformes,Cyprinidae,Peaceful,Top,Omnivore,7.0,9.5,20.85,5.0,AS,-4.783768,4.1626625,1.6153971,Zebra Danio,Hikari Danio,White Cloud Mountain Minnow,Golden Dwarf Barb,Lipstick Barb
Orange Rili Shrimp,/species-spotlight/orange-rili-shrimp/,NeocaridinaHeteropodaVa,Malacostraca,Decapoda,Atyidae,Peaceful,Bottom - Middle,Omnivore,7.3,11.0,21.1,2.5,AS,-5.157348,6.097191,2.9293163,Amano Shrimp,Bloody Mary Shrimp,Gold Ring Danio,Vietnamese Cardinal Minnow,Wild Type Tiger Shrimp
Ornate Ctenopoma,/species-spotlight/ornate-ctenopoma/,Microctenopomaansorgii,Actinopterygii,Anabantiformes,Anabantidae,Peaceful,Bottom - Middle,Carnivore,6.5,12.5,23.35,8.0,AF,6.458978,-8.7169075,-1.3405807,Congo Ctenopoma,Dwarf Ctenopoma,Paradise Fish,Siamese Fighting Fish,Giant Chocolate Gourami
Ornate Rainbowfish,/species-spotlight/ornate-rainbowfish/,Rhadinocentrusornatus,Actinopterygii,Atheriniformes,Melanotaeniidae,Peaceful,Middle,Omnivore,6.5,15.0,23.9,8.0,OC,2.7024076,5.5195646,-1.4006381,Celebes Rainbowfish,Lake Tebera Rainbowfish,Kamaka Rainbowfish,Forktail Blue Eye Rainbowfish,Redfin Dwarf Rainbowfish
Ornate Tetra,/species-spotlight/ornate-tetra/,Hyphessobryconbentosi,Actinopterygii,Characiformes,Characidae,Peaceful,All Levels,Omnivore,7.25,7.5,25.3,5.0,SA,10.252353,0.6103678,-0.7671855,Gold Tetra,Kitty Tetra,Six Stripes Tetra,Broken Line Tetra,Costello Tetra
Pacific Blue Eye Rainbowfish,/species-spotlight/pacific-blue-eye-rainbowfish/,Pseudomugilsignifer,Actinopterygii,Atheriniformes,Melanotaeniidae,Peaceful,Middle - Top,Omnivore,7.0,10.0,24.5,7.0,OC,3.0184033,6.802271,-2.0801747,Dwarf Neon Rainbowfish,Redfin Dwarf Rainbowfish,Popondetta Blue Eye Rainbowfish,Sahul Rainbowfish,Kamaka Rainbowfish
Palespotted Corydoras,/species-spotlight/palespotted-corydoras/,Corydorasgossei,Actinopterygii,Siluriformes,Callichthyidae,Peaceful,Bottom,Omnivore,6.25,7.0,24.15,6.0,SA,-12.248508,2.3212383,-2.4601274,Delphax Corydoras,Skunk Corydoras,Twosaddle Corydoras,Sands Corydoras,Gold Laser Corydoras
Panda Corydoras,/species-spotlight/panda-corydoras/,CorydorasPanda,Actinopterygii,Siluriformes,Callichthyidae,Peaceful,Bottom,Omnivore,7.0,11.0,22.5,5.0,SA,-13.2068815,0.078556,0.18558536,Flag Tailed Panda Corydoras,Adolfos Catfish,Venezuelan Orange Corydoras,Bandit Corydoras,Peppered Corydoras
Panda Garra,/species-spotlight/panda-garra/,GarraFlavatra,Actinopterygii,Cypriniformes,Cyprinidae,Peaceful,Bottom - Middle,Omnivore,6.75,7.0,24.45,9.0,AS,-6.238906,2.2128136,-1.7341282,Odessa Barb,African Butterfly Cichlid,Pentazona Barb,Sidestripe Rasbora,Chinese Neon Golden Stripe Shark
Panda Loach,/species-spotlight/panda-loach/,Yaoshaniapachychilus,Actinopterygii,Cypriniformes,Gastromyzontidae,Peaceful,Bottom - Middle,Omnivore,7.0,15.0,21.95,6.0,AS,5.6512504,-9.103848,2.2872813,Golden Wonder Panchax,Splendid Loach,Sumo Loach,Hovering Zebra Loach,Schistura Spilota
Pantanalensis Corydoras,/species-spotlight/pantanalensis-corydoras/,Corydoraspantanalensis,Actinopterygii,Siluriformes,Callichthyidae,Peaceful,Bottom - Middle,Omnivore,6.75,6.0,26.5,8.0,SA,-11.316346,1.9408674,-3.3629515,Gold Laser Corydoras,Delphax Corydoras,Palespotted Corydoras,Twosaddle Corydoras,Emerald Brochis Corydoras
Panther Danio,/species-spotlight/panther-danio/,Brachydanioaesculapii,Actinopterygii,Cypriniformes,Cyprinidae,Peaceful,Top,Omnivore,7.5,6.5,24.15,4.5,AS,-7.1823907,5.649075,-0.8950451,Blue Line Rasbora,Fire Bar Danio,Eight Banded False Barb,Drape Fin Barb,Emerald Eye Rasbora
Paradise Fish,/species-spotlight/paradise-fish/,MacropodusOpercularis,Actinopterygii,Anabantiformes,Osphronemidae,Semi-Aggressive,Middle - Top,Omnivore,7.0,15.5,23.9,7.0,AS,6.3795896,-8.944178,-2.1327832,Congo Ctenopoma,Frail Gourami,Giant Chocolate Gourami,Siamese Fighting Fish,Ornate Ctenopoma
Parkinsons Rainbowfish,/species-spotlight/parkinsons-rainbowfish/,Melanotaeniaparkinsoni,Actinopterygii,Atheriniformes,Melanotaeniidae,Peaceful,Middle,Omnivore,7.5,16.5,23.6,15.0,OC,1.8174473,4.289067,-1.881893,Red Rainbowfish,Banded Rainbowfish,Boesemans Rainbowfish,Lake Kutubu Rainbowfish,Celebes Rainbowfish
Peacock Gudgeon,/species-spotlight/peacock-gudgeon/,TateurndinaOcellicauda,Actinopterygii,Gobiiformes,Eleotridae,Peaceful,Bottom - Middle,Omnivore,6.9,8.5,24.15,7.5,OC,6.6366735,-8.826543,0.1052558,Striped Red Eye Pufferfish,Dwarf Ctenopoma,Platinum Medaka Ricefish,Empire Gudgeon,Ornate Ctenopoma
Pearl Danio,/species-spotlight/pearl-danio/,Danioalbolineatus,Actinopterygii,Cypriniformes,Cyprinidae,Peaceful,Middle - Top,Omnivore,7.0,12.0,20.0,6.5,AS,-4.4921927,2.986843,2.4480317,Bengal Danio,Snyders Barb,White Cloud Mountain Minnow,Orange Finned Danio,Assam Danio
Pearl Gourami,/species-spotlight/pearl-gourami/,TrichopodusLeerii,Actinopterygii,Anabantiformes,Osphronemidae,Peaceful,Middle - Top,Omnivore,6.75,15.0,25.0,12.0,AS,5.4315658,-8.102435,-2.0275881,Giant Chocolate Gourami,Moonlight Gourami,Frail Gourami,Three Spot Gourami,Opaline Gourami
Penguin Tetra,/species-spotlight/penguin-tetra/,Thayeriaboehlkei,Actinopterygii,Characiformes,Characidae,Peaceful,Middle - Top,Omnivore,7.0,11.0,25.0,6.0,SA,6.823638,1.0301182,0.6481809,Xingu Black Neon Tetra,Colombian Redfin Tetra,Blackline Tail Tetra,Infernal Tetra,X Ray Tetra
Pentazona Barb,/species-spotlight/pentazona-barb/,DesmopuntiusPentazona,Actinopterygii,Cypriniformes,Cyprinidae,Peaceful,Middle - Top,Omnivore,5.5,8.5,26.1,8.5,AS,-6.405512,1.6741196,-0.9292312,Panda Garra,African Butterfly Cichlid,Sidestripe Rasbora,Chinese Neon Golden Stripe Shark,African Moon Tetra
Peppered Corydoras,/species-spotlight/peppered-corydoras/,CorydorasPaleatus,Actinopterygii,Siluriformes,Callichthyidae,Peaceful,Bottom - Middle,Omnivore,6.75,10.0,21.95,6.0,SA,-12.697112,0.7273532,-0.21027167,Venezuelan Orange Corydoras,Bandit Corydoras,Adolfos Catfish,Panda Corydoras,Flag Tailed Panda Corydoras
Phoenix Rasbora,/species-spotlight/phoenix-rasbora/,BorarasMerah,Actinopterygii,Cypriniformes,Cyprinidae,Peaceful,Middle - Top,Omnivore,5.5,7.5,23.5,2.0,AS,-8.141879,6.615271,0.32453012,Strawberry Rasbora,Adonis Tetra,Jellybean Tetra,Siamese Dwarf Rasbora,Neon Green Rasbora
Phoenix Tetra,/species-spotlight/phoenix-tetra/,Hemigrammusfilamentosus,Actinopterygii,Characiformes,Characidae,Peaceful,Middle,Omnivore,7.0,8.5,24.75,4.0,SA,9.703823,0.25292906,1.3064306,Costello Tetra,Flame Tetra,Rummy Nose Tetra,Broken Line Tetra,Blue Purple Emperor Tetra
Picta Swamp Guppy,/species-spotlight/picta-swamp-guppy/,Micropoeciliapicta,Actinopterygii,Cyprinodontiformes,Poeciliidae,Peaceful,Middle - Top,Omnivore,8.0,15.0,26.95,3.0,SA,4.883153,4.6390877,0.50724876,Melanzona Guppy,Merry Widow Livebearer,Giant Colombian Ramshorn Snail,Assassin Snail,Coffee Bean Tetra
Pictus Catfish,/species-spotlight/pictus-catfish/,Pimeloduspictus,Actinopterygii,Siluriformes,Pimelodidae,Peaceful,Bottom,Omnivore,6.75,10.0,24.15,12.0,SA,4.316541,-9.14407,2.2978497,Golden Zebra Loach,Kuhli Loach,Schistura Spilota,Red Tail Hemiodus Tetra,Splendid Loach
